"X","description","statusesCount","followersCount","favoritesCount","friendsCount","url","name","created","protected","verified","screenName","location","lang","id","listedCount","followRequestSent","profileImageUrl","lon","lat"
"TheEdgeTest","The ClearEdge® Test is currently available for sale in the US!",322,83,32,151,"https://t.co/7PAvRpDLTo","ClearEdge","2016-01-14 17:42:04",FALSE,FALSE,"TheEdgeTest","Syracuse, NY","en",4806220943,4,FALSE,"http://pbs.twimg.com/profile_images/875463901642620928/Y6GrwT5L_normal.jpg",-92.2895948,34.7464809
"referaiorm","Arkansas Institute Of Regenerative Medicine",373,713,536,1411,"https://t.co/WB255Kvi2G","AIORM","2016-03-12 23:56:24",FALSE,FALSE,"referaiorm","Little Rock, AR","en",708803861910138880,11,FALSE,"http://pbs.twimg.com/profile_images/708804879033049088/lC8_Xn0A_normal.jpg",-95.712891,37.09024
"pdeppisch","Retired from the IT industry after 40 years.  My questions is the same as Gauguin's: Where did we come from? What are we? Where are we going?",134394,5366,31055,4473,"http://t.co/wixdPfq1Kc","Peter","2010-10-23 00:42:01",FALSE,FALSE,"pdeppisch","Ontario, Canada","en",206457337,1089,FALSE,"http://pbs.twimg.com/profile_images/1751400155/Wendy_027_normal.jpg",-123.1207375,49.2827291
"MedNewsBulletin","A not-for-profit online magazine providing you with the latest news in health and medical research. Tweets are not medical advice.",4752,2280,188,1833,"http://t.co/XuqciahnBv","Medical News Bulletin","2013-11-26 15:34:54",FALSE,FALSE,"MedNewsBulletin","Toronto, Ontario","en",2215918730,115,FALSE,"http://pbs.twimg.com/profile_images/717423343146762240/6102kocE_normal.jpg",-96.9977846,32.7459645
"CarolinAramburo","I am a Business and Personal Master Coach, Universal Thinker, Change Maker, Passionate Partner of the Human Spirit, Public Speaker and Writer.",112573,51481,1035,55392,"http://t.co/XQTJLHZqxT","Carolina Aramburo","2010-10-08 19:38:02",FALSE,FALSE,"CarolinAramburo","Hallandale, Fl","en",200230533,965,FALSE,"http://pbs.twimg.com/profile_images/818631238650974208/VXO2vvPc_normal.jpg",-81.655651,30.3321838
"SpecNewsSA","San Antonio's only 24-hour news, weather & sports channel. Facebook us: https://t.co/Ri8nwSaq4N",31766,3453,95,783,"https://t.co/0fE2ftqhn0","Spectrum News SA","2014-03-27 20:17:44",FALSE,TRUE,"SpecNewsSA","San Antonio, Texas","en",2414850630,209,FALSE,"http://pbs.twimg.com/profile_images/778080299053899777/lOelPFFc_normal.jpg",-86.158068,39.768403
"UFMedicine","Official University of Florida College of Medicine news",4090,3268,838,630,"https://t.co/0I8xmwpAnV","UF Medicine","2010-02-09 17:04:05",FALSE,FALSE,"UFMedicine","Gainesville, Fl","en",112768220,89,FALSE,"http://pbs.twimg.com/profile_images/816328328734998528/8vP7GNi6_normal.jpg",-97.3307658,32.7554883
"McLartyPope","#Dallas Personal Injury Law Firm handling catastrophic injuries and deaths. Committed to our #Clients #Community #Safety and #Education.",652,333,191,359,"http://t.co/WOU6OXIyGG","McLarty Pope, LLP","2015-07-16 20:33:45",FALSE,FALSE,"McLartyPope","Dallas, TX","en",3379386892,13,FALSE,"http://pbs.twimg.com/profile_images/621780088833466368/ug9Pv462_normal.jpg",-78.6381787,35.7795897
"DrSanda","Award-winning Periodontist & Nutritionist. As seen on @TheDoctors. “If the eyes are the windows to your soul, then the mouth is the gateway to your health”",3054,27414,1311,534,"https://t.co/dRCFOSPkke","Dr. Sanda Moldovan","2012-11-01 04:01:05",FALSE,TRUE,"DrSanda","Los Angeles","en",918193056,267,FALSE,"http://pbs.twimg.com/profile_images/819088961955971073/smgBMgG0_normal.jpg",-96.7969879,32.7766642
"TXBGH","The Texas Business Group on Health is a non-profit organization dedicated to the development and support of community-based employer coalitions across Texas.",3290,481,935,350,"http://t.co/5KafgBFB","TBGH","2013-02-13 20:14:03",FALSE,FALSE,"TXBGH","TX","en",1176727231,93,FALSE,"http://pbs.twimg.com/profile_images/3249473905/c64b52113c673e3854cd3c39c8c0b486_normal.jpeg",-74.5402506,40.2677539
"Kenzibit","A Passionate #Research_Scientist, #Technology_Enthusiast, and an avid #Xbox_Gamer ( #Xbox GT: Kenzibit).
Current Highest #Gamerscore in #Africa - 21/02/18.",50587,1714,8877,1175,"http://t.co/7zdTCiWUzF","Ken Yaw Agyeman-Badu","2011-07-20 09:57:35",FALSE,FALSE,"Kenzibit","Accra, Ghana.","en",338935434,245,FALSE,"http://pbs.twimg.com/profile_images/723591115211980801/sKezOyvQ_normal.jpg",-96.13446,41.0819432
"Daphnemcw","The 7th Child | Documentary Filmmaker | Mother of One. <ed><U+00A0><U+00BC><ed><U+00BE><U+00A5> In a Perfect World... on @Showtime | Maynard | Slavery by Another Name | 4 Little Girls | Sleeps2dream",12205,924,10013,581,"https://t.co/yI3sJAX8zb","Daphne McWilliams","2011-04-29 15:12:11",FALSE,FALSE,"Daphnemcw","the House of Two Rams ","en",289984016,38,FALSE,"http://pbs.twimg.com/profile_images/948522765040136197/3PkrVNT1_normal.jpg",-95.712891,37.09024
"CanGal_39","Vaguely insane but mostly harmless,  ruled by dogs. My logic is Aristotelian golf. Nevertheless, she persisted.",165182,586,180661,267,"https://t.co/OcYnXFYvUs","CanGal","2010-03-20 22:20:06",FALSE,FALSE,"CanGal_39","Canada","en",124878802,15,FALSE,"http://pbs.twimg.com/profile_images/929433061938274304/emf3YTlP_normal.jpg",-79.9958864,40.4406248
"MKutney","Hyper-engaged citizen and futurist | blogger via https://t.co/a4FdCROmcH | Foundation and Stakeholder Liaison for @CHEOhospital | co-founder of @JustChangeOtt",15483,122169,35370,90243,"https://t.co/F95Bxd3tiB","Mitchell Kutney","2010-03-02 06:08:14",FALSE,TRUE,"MKutney","Ottawa","en",118952409,1418,FALSE,"http://pbs.twimg.com/profile_images/961976393813835777/kcbUxd9E_normal.jpg",-86.158068,39.768403
"RealZackClayton","Official twitter for professional wrestler Zack Clayton. | BOOKINGS: Carpinello22@gmail.com   https://t.co/BolSRPKpoS CODE: CARPINELLO",1377,434,113,133,"https://t.co/Gwu7mo0JL9","Zack Clayton","2014-10-16 20:27:30",FALSE,FALSE,"RealZackClayton","New York, NY, USA","en",2858500904,1,FALSE,"http://pbs.twimg.com/profile_images/891856017008537601/toUKPqen_normal.jpg",-87.6297982,41.8781136
"eobathnbody","Custom #Handmade, Fresh & Unique #Natural #BathandBody Products! Proud Member of #EtsyWholesale!",14646,1171,205,1958,"https://t.co/6xm2XY0LE2","Earths Own Bath Body","2010-02-06 10:08:24",FALSE,FALSE,"eobathnbody","Jackson, Michigan","en",111849418,167,FALSE,"http://pbs.twimg.com/profile_images/2376607263/br75471ubve6n7cyi75u_normal.png",-122.6716063,45.6318397
"NsgCriticalCare","Nursing2017 Critical Care is the evidence-based journal for acute and critical care urses. RT are not endorsements.",2346,778,69,83,"https://t.co/Uqzjbr5B4L","NsgCritCare journal","2010-09-14 13:40:07",FALSE,FALSE,"NsgCriticalCare","Philadelphia, PA","en",190641256,22,FALSE,"http://pbs.twimg.com/profile_images/969568795332247552/_SG0J4q8_normal.jpg",-115.1398296,36.1699412
"canadanurses","The national professional voice of registered nurses in Canada.  La voix professionnelle nationale des infirmières et des infirmiers autorisés du Canada.",32820,27754,9742,19539,"http://t.co/dGgCWUIJsO","Canadian Nurses Assn","2011-02-24 16:51:25",FALSE,TRUE,"canadanurses","Canada","en",257058263,552,FALSE,"http://pbs.twimg.com/profile_images/843813254224785412/nw-lqnjc_normal.jpg",-84.3879824,33.7489954
"DrugwatchElaine","Write for https://t.co/5bGHSduzF3 about dangerous prescription drugs & medical devices. Patients deserve better. Career journalist. Cat lady. #binders",462,383,59,817,"https://t.co/5bGHSdcYNv","Elaine Silvestrini","2017-08-01 14:41:31",FALSE,FALSE,"DrugwatchElaine","Orlando, FL","en",892394869553070080,7,FALSE,"http://pbs.twimg.com/profile_images/892396722562977792/B0iSlqfO_normal.jpg",-74.0059728,40.7127753
"KalyxSci","Large selection of high-quality exposure control products that are FDA, LEED, OSHA, USP & NIOSH compliant. For free consultation, call us today: 1 844 525 9963!",165,214,786,325,"https://t.co/ZncKRPr3SY","Kalyx Scientific","2016-11-11 14:03:08",FALSE,FALSE,"KalyxSci","Greater Boston, MA","en",797077201883635712,2,FALSE,"http://pbs.twimg.com/profile_images/797078201730207744/05gC2wZG_normal.jpg",-85.6680863,42.9633599
"MidlandHealth4U","Midland Health specializes in implementing comprehensive, customized Corporate Wellness Programs and Initiatives, including on-site biometric testing.",480,134,15,327,"https://t.co/Rt18XKyejh","MidlandHealth","2016-11-18 20:33:23",FALSE,FALSE,"MidlandHealth4U","Brookfield, WI","en",799712126243741696,19,FALSE,"http://pbs.twimg.com/profile_images/800419550655172608/gab0v0DT_normal.jpg",-118.3089661,34.1808392
"iheartrhody","Rhode Islander since 2008, still exploring my adopted home state, sharing the stories of my adventures with all the Ocean State has to offer.",23324,15417,2047,1472,"http://t.co/Mu3pzLx7JV","I {heart} Rhody","2010-01-26 00:38:09",FALSE,FALSE,"iheartrhody","Rhode Island","en",108454557,208,FALSE,"http://pbs.twimg.com/profile_images/589812049120636928/6B6pineN_normal.png",-95.712891,37.09024
"JHSPH_CHS","The Johns Hopkins Center for Health Security works to protect people’s health from the consequences of epidemics and disasters.",6177,3433,1126,796,"https://t.co/qKnVWdmGtm","Johns Hopkins Center for Health Security","2009-01-09 21:08:14",FALSE,FALSE,"JHSPH_CHS","Baltimore","en",18815507,178,FALSE,"http://pbs.twimg.com/profile_images/821040809537654785/3xHWo90B_normal.jpg",13.404954,52.5200066
"wchnicholas","Research Associate @scrippsresearch",124,53,85,58,"https://t.co/qOH5t1aBYi","Nicholas Wu","2014-12-22 03:34:14",FALSE,FALSE,"wchnicholas","San Diego, CA","en",2938911091,1,FALSE,"http://pbs.twimg.com/profile_images/548227362710507521/52dD6tI6_normal.jpeg",25.7481511,61.92411
"Vioguard","World's First Self-Sanitizing Keyboard",140,573,1,508,"http://t.co/ZQdnWVUhYv","Vioguard","2008-12-13 18:02:28",FALSE,FALSE,"Vioguard","Bothell, WA","en",18102023,3,FALSE,"http://pbs.twimg.com/profile_images/874060720605757440/F38Ahusj_normal.jpg",-90.0489801,35.1495343
"CreativeTweets","Your Canadian friend. Creative Director. Social Marketing blogger. Non-partisan political observer. History enthusiast. Teller of tales. Sometimes unfiltered.",67993,2941,22281,2879,"https://t.co/KdArt80sRk","Tom Megginson","2009-03-16 15:46:17",FALSE,FALSE,"CreativeTweets","Canada","en",24711820,278,FALSE,"http://pbs.twimg.com/profile_images/836410540725571584/KQs89wVd_normal.jpg",-119.4179324,36.778261
"DiscoverHlth","Your health news website for Upstate SC, powered by Spartanburg Regional.",3345,320,122,110,"https://t.co/HD08TrSRCw","Discover Health","2013-07-05 20:22:34",FALSE,FALSE,"DiscoverHlth","Spartanburg, SC","en",1571306431,13,FALSE,"http://pbs.twimg.com/profile_images/864881711263371264/1TKOu1Zd_normal.jpg",-122.3320708,47.6062095
"TAMUhealth","Student Health Services exists to advance student development and academic success by providing personalized and evidence-based healthcare to Aggies.",1601,1173,513,449,"http://t.co/ynxClTgbTw","Texas A&M Student Health Services","2009-05-19 19:20:24",FALSE,FALSE,"TAMUhealth","College Station, TX","en",41186673,21,FALSE,"http://pbs.twimg.com/profile_images/948975485089865728/zjnUC_Yq_normal.jpg",-74.0059728,40.7127753
"HHSMedia","Official account of the public affairs office at the U.S. Department of Health & Human Services (HHS). Privacy policy: https://t.co/0OO6XSlAYX.",3416,11406,8,424,"https://t.co/fDAcpDZaOE","HHS Media","2014-04-22 19:48:45",FALSE,TRUE,"HHSMedia","Washington, D.C.","en",2458563254,282,FALSE,"http://pbs.twimg.com/profile_images/923410045487992833/vl5WgghC_normal.jpg",-74.0059728,40.7127753
"cupidspulse","One-of-a-kind website offering trending #entertainment news, exclusive #celebrity interviews, and tons of relationship advice!  #CupidsPulse",28303,42993,7132,6583,"http://t.co/waf1TW4EcL","Cupids Pulse","2010-04-15 17:15:45",FALSE,FALSE,"cupidspulse","New York, NY","en",133390286,289,FALSE,"http://pbs.twimg.com/profile_images/483651353298743297/hVJyd6d4_normal.jpeg",-95.712891,37.09024
"alicesbailey","US medical device regulatory consultant also interested in genomics, public health, and pie",276,12,78,85,"https://t.co/lAxl7OvDIv","Alice Bailey","2016-07-27 02:25:28",FALSE,FALSE,"alicesbailey","Washington, DC","en",758126126493466624,2,FALSE,"http://pbs.twimg.com/profile_images/841437626964037632/QPKShSBs_normal.jpg",-75.1652215,39.9525839
"VT_History","The History Department at Virginia Tech features award-winning faculty who pursue a broad range of cutting-edge historical research.",1199,191,228,194,"https://t.co/MkCD1tQ0Sg","VT History","2016-10-19 17:44:03",FALSE,FALSE,"VT_History","Blacksburg, VA","en",788797873420898304,6,FALSE,"http://pbs.twimg.com/profile_images/788811298515673088/uhBsOtxo_normal.jpg",-105.7820674,39.5500507
"fedvideogal","I'm a visual communicator, civil servant, and history buff. Opinions my own.     Instagram: annxramsey",4710,182,2087,268,"https://t.co/nxLIIsfchA","Ann Ramsey","2012-01-28 16:50:57",FALSE,FALSE,"fedvideogal","Washington DC","en",476918244,31,FALSE,"http://pbs.twimg.com/profile_images/754413662245453824/CB-2Ytiw_normal.jpg",-81.5190053,41.0814447
"Kasia_HP","VP Global Marketing and Communication at Terumo BCT.  My purpose is to improve people's health through innovation. Speaker. Mentor. Opinions always my own.",12190,7911,690,7453,"https://t.co/HMz4X26ioF","KasiaHP","2009-06-03 00:36:59",FALSE,FALSE,"Kasia_HP","Denver, CO","en",44250371,258,FALSE,"http://pbs.twimg.com/profile_images/828399159971569665/csmfJMHd_normal.jpg",-73.212072,44.4758825
"solvhealth","Get same-day doctor's appointments without a wait—because life doesn’t magically stop when you or your kids get sick.",189,394,278,193,"https://t.co/3EZa6Pf9vQ","Solv","2016-06-20 16:18:40",FALSE,FALSE,"solvhealth","San Francisco, CA","en",744927457631866880,8,FALSE,"http://pbs.twimg.com/profile_images/851861253332926464/BlMSH2NC_normal.jpg",-74.0105948,40.7084692
"enemychannel","Don't Follow me I Walk into Walls",1882,81,186,161,"http://t.co/8r68LfQejb","enemychannel","2011-07-09 19:38:49",FALSE,FALSE,"enemychannel","Mumbai","en",332421742,2,FALSE,"http://pbs.twimg.com/profile_images/378800000159957896/a47c61bd9857cee0f9c2117dec2fd570_normal.jpeg",4.1956212,12.4317585
"kariusdx","Transforming infectious disease diagnostics with #genomics. Our #NGS blood test detects 1K+ pathogens via microbial cell-free DNA. CLIA & CAP accredited lab.",606,855,412,2406,"https://t.co/kLfZd2CmmJ","Karius, Inc.","2015-04-05 05:22:42",FALSE,FALSE,"kariusdx","California, USA","en",3139856935,13,FALSE,"http://pbs.twimg.com/profile_images/913777792579457024/BuUJjvTV_normal.jpg",-95.712891,37.09024
"ImmunizedotCa","Immunize Canada / Immunisation Canada - Immunization saves lives. Get the facts. / Les vaccins sauvent des vies. Informez-vous.",12166,2228,6,743,"http://t.co/EFtUqtqvjA","Immunize Canada","2009-07-17 17:36:00",FALSE,FALSE,"ImmunizedotCa","Canada","en",57703513,86,FALSE,"http://pbs.twimg.com/profile_images/931625270729207808/T-scJXuF_normal.jpg",-75.4901833,40.6084305
"porcinea","Duller than ditchwater. Why *are* you following me?",58586,600,10978,902,"https://t.co/psdEtpuk9v","RESIST!","2008-05-15 08:45:07",FALSE,FALSE,"porcinea","40.47, 73.58","en",14783740,66,FALSE,"http://pbs.twimg.com/profile_images/670361927508492289/yiEjDz6s_normal.jpg",-79.0558445,35.9131996
"FCRXMarion","Independent Pharmacy offering immunizations, compounding, flavorings, extended day supplies, and delivery service.",3426,488,168,117,"http://t.co/N50jY8Z12l","Food City RX Marion","2010-07-25 19:04:39",FALSE,FALSE,"FCRXMarion","Marion, Va","en",170779393,16,FALSE,"http://pbs.twimg.com/profile_images/649785668156174336/8Fr-bzzi_normal.jpg",-95.712891,37.09024
"AllergyWhispers","Ruth Hannah is The Allergy Whisperer. New website on the way. Informed support for chemical allergy & sensitivity. Lives well in the Safe Place.",13912,1758,23126,2172,"https://t.co/aCA4calmA6","TheAllergyWhisperer","2011-09-22 12:10:47",FALSE,FALSE,"AllergyWhispers","Australia","en",377959301,116,FALSE,"http://pbs.twimg.com/profile_images/939450467297329153/9C6pWy7o_normal.jpg",-94.6858998,46.729553
"libbybaney","Problem solver. Digital health policy enthusiast. IU alum.",1247,846,248,1303,"https://t.co/KmyLPulPp7","Libby Baney","2009-02-25 15:11:07",FALSE,FALSE,"libbybaney","Washington D.C.","en",21874267,23,FALSE,"http://pbs.twimg.com/profile_images/667447949467787264/wxuua2lR_normal.jpg",-95.712891,37.09024
"hfit","HealthFitness, a Trustmark company, is a proven leader of population health management. Experts at improving well-being in the workplace.",6449,2385,850,1098,"http://t.co/xf83LOJBqc","HealthFitness","2010-06-17 19:29:09",FALSE,FALSE,"hfit","Minneapolis","en",156736398,151,FALSE,"http://pbs.twimg.com/profile_images/571369285939761152/bv8irJ07_normal.png",-75.1652215,39.9525839
"Lysismedi","I am an MD interested in Public Health and Oncology. I'm here because I would like to make this world  healthier and happier.<ed><U+00A0><U+00BC><ed><U+00BF><U+00A5><ed><U+00A0><U+00BC><ed><U+00BC><U+008E><ed><U+00A0><U+00BD><ed><U+00B2><U+009A>",391,351,772,1451,"https://t.co/XdT94Aeom7","Carolina Severiche M","2013-01-24 16:20:38",FALSE,FALSE,"Lysismedi","New York, NY","en",1117163088,8,FALSE,"http://pbs.twimg.com/profile_images/933379309376540673/XV6AW6-8_normal.jpg",4.469936,50.503887
"TownofNanton","Authentic Alberta - Where small town values are part of our past, present and future.",1710,1621,296,460,"https://t.co/4jnfDLB2F3","Town of Nanton","2012-06-05 17:26:49",FALSE,FALSE,"TownofNanton","Nanton, Alberta","en",600351105,32,FALSE,"http://pbs.twimg.com/profile_images/423835412281294849/8IYRKakz_normal.jpeg",-73.9441579,40.6781784
"BioFireDX","@BioFireDX provides diagnostic solutions which determine the source of disease & contamination to help make the world a healthier and safer place.",1769,2262,658,1561,"http://t.co/DqgioBOrF4","BioFire Diagnostics","2009-05-13 16:41:24",FALSE,FALSE,"BioFireDX","Salt Lake City, Utah, USA","en",39787453,46,FALSE,"http://pbs.twimg.com/profile_images/827194221060689920/4ZgmmE9__normal.jpg",-75.1652215,39.9525839
"EPSBNews","Bringing you the latest news, stories and more from Edmonton Public Schools. #EPSB #yeg",14313,10329,30186,623,"https://t.co/xzI1eLNl2z","EPSB","2010-03-03 17:10:22",FALSE,TRUE,"EPSBNews","Edmonton, Alberta, Canada","en",119438340,154,FALSE,"http://pbs.twimg.com/profile_images/969284136010629120/PmC5OHSY_normal.jpg",-96.7969879,32.7766642
